question,questionduration
5,326.63627999999994
9,98.70951999999998
10,98.81756999999999
12,200.95924999999994
13,97.3001
14,165.87717000000004
15,161.74797999999993
16,189.62590000000023
17,28.76789
19,15.835569999999999
20,38.479029999999995
22,38.483959999999996
51,21.8044
52,23.537319999999998
61,64.08573999999999
76,405.22340000000014
77,10.20545
78,11.900289999999996
79,90.03827000000003
84,403.9699299999999
102,403.46777000000003
103,403.61818000000005
126,70.23285000000001
127,252.7190299999997
128,383.77106000000003
129,347.33431
130,487.17134
131,126.16724
143,259.0406000000001
144,365.73587000000003
145,360.84669999999977
153,257.0673399999999
154,361.60396000000026
155,54.36125000000001
157,73.40180000000001
160,161.4736600000001
168,132.51207
169,217.72859999999997
172,348.19151999999997
173,348.36926
179,347.7667499999999
183,340.90739999999977
185,190.12225999999998
186,30.39059
187,26.902009999999997
188,420.9402400000002
189,342.83156000000025
190,342.58689000000004
191,304.82427
192,320.82341999999994
193,339.8199099999998
194,305.01491
195,341.08302000000015
196,256.71247
199,363.0558700000001
202,180.15617999999995
203,97.20031
204,319.58412000000015
205,323.86483000000015
206,215.39905999999996
207,361.60445000000004
213,324.48269
214,306.24436000000003
215,306.74935999999997
218,18.06951
219,36.928160000000005
220,333.8457
221,32.07937
222,31.94955
224,330.4830100000001
225,299.91053
226,335.8036600000001
229,327.61447000000027
231,320.40430000000003
232,249.51969999999994
233,19.6639
234,2.91342
235,4.40923
236,17.66144
237,43.10482
238,34.34014
239,48.01878
240,45.008610000000004
241,27.93537
242,13.88851
243,48.87666
244,49.747910000000005
245,41.2141
246,21.126360000000002
247,26.86573
248,21.12322
249,27.961479999999998
250,8.927249999999999
251,38.15966
252,23.043309999999998
255,271.0226500000001
256,210.84021
258,16.06165
259,25.12384
260,24.38662
261,11.66678
262,20.25163
263,31.044209999999996
264,23.92204
265,23.98968
266,27.99399
267,51.469699999999996
268,22.84756
269,30.960680000000004
271,11.16748
272,27.10603
273,10.05558
274,28.18321
275,8.09843
276,23.98989
277,35.00742
278,28.164070000000002
279,30.80295
280,28.15641
281,34.04116
288,23.06535
289,33.86392
290,307.89702
291,306.75302
292,306.79947
293,306.23452000000003
294,306.19642999999996
295,307.63191
296,314.61696
297,302.44176
298,314.60819000000004
299,307.01800000000003
300,306.82313
301,314.61739
303,18.12232
304,18.16127
305,18.12293
306,18.1144
323,196.62132
324,64.86729000000003
326,304.69678999999996
328,351.6878800000002
331,134.99011999999996
338,395.8769400000001
339,30.010700000000003
341,385.01592999999986
343,364.72353999999996
345,298.3038000000001
346,265.55352999999997
347,299.28890999999993
352,257.62823000000003
354,201.79192
355,320.2003599999999
357,294.63904
358,321.25213000000014
359,323.4569800000001
360,362.7651300000002
361,267.70164
372,274.22389999999996
373,142.88419000000005
374,261.83544000000035
375,387.00990000000024
376,310.40601
385,190.97521000000015
386,290.22546
389,185.73086
390,24.833299999999998
391,13.386409999999998
394,21.419719999999995
395,48.314209999999996
396,70.27827000000003
398,192.66999000000007
401,186.4777799999994
403,304.1145400000001
404,328.6449699999999
405,255.73054000000002
407,190.64467
408,95.74362
410,252.92825000000008
416,287.03139000000004
417,279.84586
418,277.7655399999998
419,281.70876999999996
420,339.83087999999987
422,295.74057
423,108.64401999999997
425,227.10773999999995
426,270.66862000000003
428,270.97200999999995
429,24.634710000000005
434,95.35251000000001
437,232.00325000000004
438,227.11786000000004
444,67.45956
445,294.9611700000001
447,265.66409999999985
448,357.32505000000015
451,261.47499
452,319.79061
454,310.88477
457,118.73493000000008
458,118.75037999999996
459,279.84081999999995
460,127.98805999999999
462,127.57970999999995
464,69.02782999999995
465,191.02279000000001
468,271.70449
469,276.68144
470,118.74081000000005
471,118.03645999999995
472,117.9949
473,117.98753999999998
474,117.95615000000002
475,117.96088999999996
476,117.96286000000002
477,117.96109999999997
478,117.97694
479,117.97656000000009
480,117.95772000000002
481,117.95618000000003
482,117.95947999999999
485,115.83761
486,115.85266000000003
487,115.83775000000001
488,115.84376000000006
489,115.81849000000005
490,115.61692999999998
491,115.60552
492,113.51274
493,113.50971000000003
494,113.50127000000003
495,113.51047000000001
497,112.71295999999998
498,112.70933999999995
499,112.71243000000003
500,112.67983999999997
501,112.67982000000002
502,112.69478
503,112.67489000000005
504,112.68038999999999
505,112.69147000000001
507,179.32801999999998
509,111.2574
511,220.13855999999998
512,112.14604000000001
513,112.14738000000006
514,112.15680999999994
515,112.12982999999993
516,112.12152000000002
517,112.13193999999999
518,112.14330000000001
519,112.12822000000004
520,112.1334
521,112.14273
522,112.13409
523,112.10362999999995
524,112.10792999999998
525,112.13006000000006
526,112.10399
527,112.11178999999998
528,112.11847999999995
529,308.25572000000017
536,41.74674999999999
551,399.62309999999997
552,339.91329
559,275.72375
560,275.72588999999994
563,60.87054999999998
569,20.2032
570,20.20654
571,20.20665
572,20.1964
573,20.20681
574,20.20696
575,20.20054
578,7.00268
580,244.09858999999997
583,250.96155999999996
584,322.72452000000015
585,91.06188000000003
588,251.80573999999976
590,35.79907999999999
591,20.20709
592,20.20573
593,35.78707
594,20.20724
595,20.19783
596,35.775580000000005
597,20.19336
598,35.77678
599,20.20734
600,20.20747
601,20.19888
602,20.20756
603,20.19978
604,20.20493
605,20.207700000000003
606,20.2078
610,27.80695
611,20.96256
615,33.13193000000001
624,255.9675299999998
625,247.82112999999987
628,244.90648000000007
630,15.19452
633,385.9491500000001
635,240.8820900000001
642,8.78019
643,42.388580000000005
648,29.01021
649,178.14266000000003
656,199.27709999999996
658,60.912710000000004
659,191.26698
660,161.29948000000002
667,30.121199999999995
669,133.37874999999997
670,216.2296399999999
671,9.462890000000005
672,27.925449999999998
674,122.42715000000003
677,33.29431999999999
